,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
16736,917,BMW,X5,2013,Jeep,Yes,Petrol,3,160813 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
16737,382,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,52062 km,4.0,Automatic,Front,04-May,Left wheel,Blue,0
16738,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0
16739,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,129931 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
16740,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
16741,831,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,1.6,56378 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16742,-,HYUNDAI,H1,2012,Minivan,No,Diesel,2.5 Turbo,196000 km,4.0,Manual,Rear,04-May,Left wheel,White,2
16743,781,SUBARU,Forester,2012,Jeep,Yes,Petrol,2.5,281659 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,0
16744,-,NISSAN,Almera,1996,Hatchback,No,Petrol,1.4,441745 km,4.0,Manual,Front,04-May,Left wheel,Green,2
16745,562,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4 Turbo,104000 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,10
16746,-,NISSAN,Tiida,2005,Hatchback,Yes,Petrol,1.5,199000 km,4.0,Automatic,Front,04-May,Right-hand drive,Grey,8
16747,531,FORD,Fusion,2012,Sedan,No,Petrol,1.6 Turbo,82000 km,4.0,Tiptronic,Front,04-May,Left wheel,White,4
16748,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,69918 km,8.0,Automatic,4x4,04-May,Left wheel,White,0
16749,1077,HYUNDAI,Elantra,2019,Sedan,Yes,Petrol,2,16013 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
16750,1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,89736 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16751,836,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,2,123648 km,4.0,Automatic,Front,04-May,Left wheel,Golden,4
16752,-,MERCEDES-BENZ,CLA 250,2014,Sedan,Yes,Petrol,2.0 Turbo,77000 km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8
16753,1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,78920 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
16754,640,SUBARU,XV,2013,Sedan,Yes,Petrol,2,333208 km,4.0,Automatic,4x4,04-May,Left wheel,Grey,0
16755,749,JEEP,Compass,2014,Jeep,Yes,Petrol,2.4,79197 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16756,919,MERCEDES-BENZ,GL 350,2012,Jeep,Yes,Diesel,3,255114 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16757,-,MERCEDES-BENZ,Viano,2010,Minivan,No,Diesel,2.2 Turbo,178000 km,4.0,Manual,Rear,04-May,Left wheel,Golden,8
16758,584,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,60000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10
16759,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
16760,-,OPEL,Vectra B,2001,Sedan,No,CNG,2.2,255100 km,4.0,Automatic,Front,04-May,Left wheel,Blue,2
16761,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8.0,Automatic,4x4,04-May,Left wheel,Silver,0
16762,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518 km,4.0,Automatic,Front,04-May,Left wheel,White,12
16763,934,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,93170 km,4.0,Automatic,4x4,04-May,Left wheel,Red,0
16764,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,57491 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
16765,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,106200 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16766,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,76198 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16767,919,BMW,X5,2012,Jeep,Yes,Diesel,3,274098 km,6.0,Automatic,4x4,04-May,Left wheel,White,0
16768,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,117618 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16769,900,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2.4,91200 km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,6
16770,420,KIA,Niro,2019,Jeep,Yes,Hybrid,1.6,429 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
16771,1277,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2.4,11314 km,4.0,Automatic,Front,04-May,Left wheel,Grey,12
16772,1537,TOYOTA,Highlander,2009,Sedan,Yes,Hybrid,3.3,318358 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16773,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,41204 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16774,1286,KIA,Sportage,2007,Jeep,Yes,Diesel,2,63488 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16775,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,205968 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
16776,-,MERCEDES-BENZ,E 200,1993,Sedan,No,Petrol,2,219529 km,4.0,Manual,Rear,04-May,Left wheel,Purple,0
16777,-,HONDA,Civic,2016,Sedan,No,Petrol,2,44821 km,4.0,Manual,Front,04-May,Left wheel,White,6
16778,639,CHEVROLET,Captiva,2014,Jeep,Yes,Diesel,2,48450 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16779,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,80000 km,4.0,Automatic,Front,04-May,Left wheel,Brown,6
16780,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,167137 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16781,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,102156 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16782,-,FORD,Transit,2009,Microbus,No,Diesel,2.2 Turbo,163077 km,4.0,Manual,Front,04-May,Left wheel,Red,2
16783,-,NISSAN,X-Terra,2010,Jeep,No,Petrol,4,121000 km,6.0,Manual,4x4,04-May,Left wheel,Silver,6
16784,779,VOLKSWAGEN,Passat SE,2013,Sedan,Yes,Petrol,2.5,131000 km,5.0,Tiptronic,Front,04-May,Left wheel,Black,10
16785,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,94307 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16786,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,26802 km,4.0,Automatic,Rear,04-May,Left wheel,Black,12
16787,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,144123 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
16788,-,NISSAN,Note,2009,Hatchback,No,Petrol,1.6,180000 km,4.0,Manual,Front,04-May,Right-hand drive,White,4
16789,1047,PEUGEOT,207,2007,Cabriolet,No,Petrol,1.6,180000 km,4.0,Manual,Front,02-Mar,Left wheel,Red,6
16790,530,MINI,Paceman,2013,Jeep,Yes,Petrol,1.6 Turbo,45000 km,4.0,Tiptronic,Front,02-Mar,Left wheel,White,8
16791,831,HYUNDAI,Elantra,2017,Coupe,Yes,Petrol,1.6,22607 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16792,1537,TOYOTA,Highlander,2009,Jeep,Yes,Hybrid,3.3,472304 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
16793,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,165003 km,4.0,Automatic,Front,04-May,Left wheel,Red,4
16794,642,HYUNDAI,Genesis,2012,Coupe,Yes,Petrol,2,77231 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16795,1885,BMW,X5,2010,Jeep,Yes,Petrol,4.8,197200 km,8.0,Automatic,4x4,04-May,Left wheel,Grey,12
16796,919,AUDI,Q7,2012,Jeep,Yes,Petrol,3.0 Turbo,185600 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16797,830,TOYOTA,Aqua,2019,Hatchback,Yes,Petrol,1.5,2598 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16798,1058,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,128202 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
16799,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
16800,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,63655 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16801,1832,MERCEDES-BENZ,Vito,2005,Goods wagon,No,Diesel,2.2 Turbo,360000 km,4.0,Manual,Rear,04-May,Left wheel,Silver,4
16802,-,FORD,Taurus X,2007,Jeep,Yes,Petrol,3.5,168000 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12
16803,-,TOYOTA,RAV 4,2014,Jeep,No,Petrol,2.5,139200 km,4.0,Tiptronic,4x4,04-May,Left wheel,Grey,6
16804,-,TOYOTA,Prius,2006,Sedan,Yes,Hybrid,1.5,215000 km,4.0,Automatic,Front,04-May,Left wheel,Red,6
16805,-,CHEVROLET,Camaro RS,2010,Coupe,No,Petrol,3.6,100000 km,6.0,Manual,Rear,02-Mar,Left wheel,Black,6
16806,650,CHEVROLET,Malibu LT,2016,Sedan,No,Petrol,1.4 Turbo,17961 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
16807,900,KIA,Optima,2015,Sedan,Yes,Petrol,2.4,150325 km,4.0,Automatic,Front,04-May,Left wheel,White,12
16808,915,AUDI,Q7,2014,Jeep,Yes,Petrol,3.0 Turbo,92000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12
16809,934,SUBARU,Forester,2015,Jeep,Yes,Petrol,2.5,90392 km,4.0,Automatic,4x4,04-May,Left wheel,White,0
16810,707,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2,134000 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16811,639,BMW,320,2014,Sedan,Yes,Petrol,2,121003 km,4.0,Automatic,Rear,04-May,Left wheel,Red,0
16812,765,CHEVROLET,Malibu,2015,Sedan,Yes,LPG,2,56128 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16813,-,MAZDA,Demio,2002,Hatchback,No,Petrol,1.3,230000 km,4.0,Manual,Front,04-May,Right-hand drive,Silver,2
16814,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,64496 km,6.0,Automatic,4x4,04-May,Left wheel,Blue,12
16815,1528,FORD,Transit,2007,Microbus,No,Diesel,2.4,250000 km,4.0,Manual,Rear,04-May,Left wheel,White,0
16816,-,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,164000 km,4.0,Automatic,Front,04-May,Right-hand drive,Blue,4
16817,530,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,108765 km,4.0,Automatic,4x4,04-May,Left wheel,Blue,0
16818,-,MERCEDES-BENZ,Smart,2002,Coupe,No,Petrol,0.6,10000 km,4.0,Tiptronic,Rear,02-Mar,Left wheel,Blue,2
16819,-,BMW,X5 E70,2007,Jeep,Yes,Petrol,3,285000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Grey,8
16820,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Silver,4
16821,915,AUDI,Q5,2014,Sedan,Yes,Diesel,3,66661 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,0
16822,707,FORD,Focus,2011,Sedan,Yes,Petrol,2,242211 km,4.0,Automatic,Front,04-May,Left wheel,Red,12
16823,769,FORD,Transit,2011,Goods wagon,No,Diesel,2.2 Turbo,165852 km,4.0,Manual,Front,04-May,Left wheel,White,2
16824,-,MAZDA,Rx-8,2005,Coupe,Yes,Petrol,1.8,55000 km,4.0,Manual,Rear,04-May,Left wheel,Red,4
16825,1091,TOYOTA,Camry XSE,2016,Sedan,Yes,Petrol,2.5,142000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,0
16826,-,OPEL,Vectra B,1999,Sedan,No,Petrol,1.8,345555 km,6.0,Manual,Front,04-May,Left wheel,Silver,4
16827,1024,VOLKSWAGEN,Jetta,2010,Sedan,Yes,Petrol,2.5,104000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,8
16828,530,FORD,Fusion,2013,Sedan,Yes,Petrol,1.6,358936 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
16829,765,HYUNDAI,Tucson,2015,Jeep,Yes,Petrol,2,0 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
16830,645,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.8,112000 km,4.0,Variator,Front,04-May,Left wheel,White,8
16831,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,239224 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16832,707,FORD,Transit Connect,2011,Goods wagon,No,Petrol,2,161000 km,4.0,Automatic,Front,04-May,Left wheel,White,5
16833,-,TOYOTA,Camry,2012,Sedan,No,Hybrid,2.5,320000 km,4.0,Variator,Front,04-May,Left wheel,White,6
16834,-,OPEL,Astra G,1998,Hatchback,No,Petrol,1.6,555555 km,4.0,Manual,Front,04-May,Left wheel,Blue,2
16835,490,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,198891 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
16836,986,FORD,Transit,2010,Microbus,No,Diesel,2.4 Turbo,155000 km,4.0,Manual,Rear,04-May,Left wheel,White,2
16837,831,HYUNDAI,Sonata,2011,Sedan,No,Hybrid,2.4,169600 km,4.0,Automatic,Rear,04-May,Left wheel,White,4
16838,930,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,1.7,79550 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16839,-,FORD,Transit,1994,Microbus,No,Diesel,2.5,11111 km,4.0,Manual,Rear,02-Mar,Left wheel,Red,0
16840,308,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,91358 km,4.0,Variator,Front,04-May,Left wheel,Grey,12
16841,1968,HYUNDAI,Santa FE,2019,Jeep,Yes,Petrol,3.8,24074 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16842,-,MERCEDES-BENZ,ML 320,2000,Jeep,Yes,LPG,3.2,234603 km,6.0,Automatic,4x4,04-May,Left wheel,Silver,4
16843,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,153997 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16844,751,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,2.4,126690 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
16845,1850,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,122874 km,6.0,Automatic,Rear,04-May,Left wheel,Black,12
16846,765,JEEP,Patriot,2015,Jeep,No,Petrol,2,115000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,7
16847,-,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,176000 km,4.0,Automatic,Front,04-May,Left wheel,White,6
16848,640,AUDI,A4,2013,Sedan,Yes,Petrol,2,157584 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0
16849,934,HYUNDAI,H1,2015,Universal,Yes,Diesel,2.5,40593 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16850,833,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,78541 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16851,502,HONDA,FIT,2013,Hatchback,Yes,Petrol,1.5,79500 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16852,917,LAND ROVER,Land Rover Sport,2013,Jeep,Yes,Diesel,3.0 Turbo,112000 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
16853,-,MERCEDES-BENZ,E 290,1998,Sedan,No,Diesel,2.9,40000 km,8.0,Manual,Rear,04-May,Left wheel,Purple,2
16854,1481,AUDI,Q7,2017,Jeep,Yes,Petrol,3,49602 km,6.0,Automatic,4x4,04-May,Left wheel,White,12
16855,-,BMW,X5,2010,Jeep,Yes,Diesel,3.0 Turbo,260000 km,5.0,Tiptronic,4x4,04-May,Left wheel,Black,8
16856,-,FORD,Transit,2011,Microbus,No,Diesel,2.2 Turbo,133700 km,4.0,Manual,Front,04-May,Left wheel,White,6
16857,777,TOYOTA,Camry,2014,Sedan,No,Petrol,2.5,147000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,10
16858,764,KIA,Optima,2016,Sedan,Yes,Diesel,1.7,31965 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16859,1024,HYUNDAI,H1,2010,Minivan,Yes,Diesel,2.5,112219 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16860,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,184495 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16861,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,117862 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16862,503,HONDA,FIT,2012,Sedan,Yes,Petrol,1.5,167158 km,4.0,Automatic,Front,04-May,Left wheel,Grey,0
16863,-,FORD,Transit,1996,Microbus,No,Diesel,2.5 Turbo,25000 km,1.0,Manual,Rear,02-Mar,Right-hand drive,Blue,2
16864,-,TOYOTA,Vitz,2008,Hatchback,No,Petrol,1.5,170000 km,4.0,Automatic,4x4,04-May,Right-hand drive,White,6
16865,1091,TOYOTA,RAV 4,2016,Jeep,Yes,Petrol,2.5,125675 km,4.0,Automatic,4x4,04-May,Left wheel,Red,12
16866,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,517559 km,4.0,Automatic,Front,04-May,Left wheel,Orange,4
16867,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4 Turbo,103000 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
16868,966,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,2,74540 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16869,441,HYUNDAI,Sonata,2015,Sedan,Yes,Hybrid,2.4,229192 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
16870,753,KIA,Sportage,2012,Jeep,Yes,Petrol,2.4,152466 km,4.0,Automatic,Front,04-May,Left wheel,White,12
16871,-,BMW,535 M,2012,Sedan,Yes,Petrol,3.5 Turbo,140000 km,6.0,Tiptronic,Rear,04-May,Left wheel,White,12
16872,777,FORD,Fusion,2014,Sedan,No,Petrol,2.5,137374 km,4.0,Automatic,Front,04-May,Left wheel,Silver,0
16873,-,BMW,X5,2015,Jeep,Yes,Petrol,3.0 Turbo,56000 km,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12
16874,1016,KIA,Optima,2017,Sedan,Yes,Petrol,2,30087 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16875,-,HONDA,FIT,2005,Hatchback,No,Petrol,1.3,0 km,4.0,Automatic,Front,04-May,Right-hand drive,Grey,4
16876,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Petrol,3.5,129000 km,6.0,Tiptronic,Rear,>5,Left wheel,White,12
16877,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.8,184528 km,4.0,Automatic,Front,04-May,Left wheel,White,12
16878,769,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2.2,188787 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16879,-,MERCEDES-BENZ,C 230 2.0 kompresor,2001,Sedan,No,CNG,2,260000 km,4.0,Manual,Rear,04-May,Right-hand drive,Blue,4
16880,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,229334 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
16881,-,MERCEDES-BENZ,E 320,2004,Sedan,Yes,Petrol,3.2,231200 km,6.0,Tiptronic,Rear,04-May,Left wheel,Golden,10
16882,1024,TOYOTA,Camry,2010,Sedan,Yes,Petrol,2.5,369814 km,4.0,Automatic,Front,04-May,Left wheel,Blue,12
16883,-,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,2.4,105000 km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,16
16884,640,FORD,Escape,2013,Jeep,Yes,Petrol,2,69813 km,4.0,Automatic,Front,04-May,Left wheel,Green,12
16885,2913,DODGE,Ramcharger,2018,Sedan,Yes,Petrol,5.7,91843 km,8.0,Automatic,Rear,04-May,Left wheel,Black,12
16886,530,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,153888 km,4.0,Automatic,4x4,04-May,Left wheel,White,0
16887,1998,FORD,Transit,2001,Microbus,No,Diesel,2.4 Turbo,1000 km,4.0,Manual,Rear,02-Mar,Left wheel,White,2
16888,1077,HONDA,Civic,2019,Sedan,Yes,Petrol,2,20700 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16889,-,BMW,335,2008,Sedan,Yes,Petrol,3.5,211200 km,8.0,Tiptronic,Rear,04-May,Left wheel,Green,0
16890,1195,MERCEDES-BENZ,Vito,2008,Microbus,No,Diesel,2.2 Turbo,179348 km,4.0,Manual,Rear,04-May,Left wheel,White,2
16891,345,TOYOTA,Prius,2016,Sedan,Yes,Hybrid,1.5,296104 km,4.0,Automatic,Front,04-May,Left wheel,Black,12
16892,-,NISSAN,Micra <DIESEL>,2010,Sedan,Yes,Diesel,1.5 Turbo,180000 km,4.0,Manual,Front,04-May,Left wheel,Black,5
16893,612,HYUNDAI,i20,2010,Sedan,No,Diesel,1.4 Turbo,193000 km,4.0,Manual,Front,>5,Left wheel,Blue,8
16894,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,226814 km,4.0,Automatic,Front,04-May,Left wheel,Black,0
16895,2410,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,6.2,274771 km,8.0,Automatic,Rear,04-May,Left wheel,White,12
16896,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,31780 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16897,864,JEEP,Wrangler,2012,Jeep,Yes,Diesel,2.8,141173 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
16898,694,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.2,126410 km,4.0,Automatic,Front,04-May,Left wheel,Grey,4
16899,746,TOYOTA,Prius,2009,Hatchback,Yes,Hybrid,1.5,173213 km,4.0,Automatic,Front,04-May,Left wheel,White,12
16900,397,LEXUS,CT 200h,2016,Hatchback,Yes,Hybrid,1.8,71904 km,4.0,Automatic,Front,04-May,Left wheel,White,0
16901,1586,SSANGYONG,REXTON,2007,Jeep,Yes,Diesel,2.5,68855 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16902,1249,TOYOTA,Camry SE,2017,Sedan,Yes,Petrol,2.5,46096 km,4.0,Automatic,Front,04-May,Left wheel,Black,8
16903,917,BMW,X5,2013,Jeep,Yes,Diesel,3,88829 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16904,650,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4 Turbo,58000 km,4.0,Tiptronic,Front,04-May,Left wheel,Black,16
16905,-,TOYOTA,Hilux,2012,Pickup,No,Diesel,3,163000 km,4.0,Manual,4x4,04-May,Left wheel,Silver,8
16906,585,TOYOTA,Prius plagin,2013,Hatchback,No,Petrol,1.8 Turbo,152000 km,4.0,Automatic,Front,04-May,Left wheel,Silver,12
16907,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907 km,8.0,Automatic,4x4,04-May,Left wheel,Black,0
16908,-,BMW,320,2001,Sedan,No,Petrol,2.2,167815 km,6.0,Tiptronic,Rear,04-May,Right-hand drive,Blue,4
16909,765,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2,90344 km,4.0,Automatic,Front,04-May,Left wheel,Black,4
16910,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,239224 km,6.0,Automatic,4x4,04-May,Left wheel,Black,12
16911,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,93000 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16912,867,FIAT,Punto,2007,Hatchback,No,Diesel,1.3 Turbo,212000 km,4.0,Automatic,Front,02-Mar,Left wheel,Blue,6
16913,1481,AUDI,Q7,2017,Jeep,Yes,Petrol,3,14701 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
16914,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,145227 km,6.0,Automatic,4x4,04-May,Left wheel,Grey,12
16915,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,107328 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16916,-,NISSAN,Juke,2011,Jeep,No,Petrol,1.6 Turbo,84000 km,4.0,Variator,4x4,04-May,Left wheel,Grey,6
16917,753,HONDA,Cr-v,2012,Jeep,No,Petrol,2.4,107000 km,4.0,Automatic,4x4,04-May,Left wheel,White,8
16918,-,FORD,Escape,2009,Jeep,No,Hybrid,2.3,160000 km,4.0,Variator,4x4,04-May,Left wheel,Black,4
16919,1855,NISSAN,Serena,2011,Minivan,No,Petrol,2,105000 km,4.0,Variator,Front,04-May,Right-hand drive,Silver,2
16920,730,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,115031 km,4.0,Automatic,Front,04-May,Left wheel,Blue,4
16921,1493,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3.5,117368 km,6.0,Automatic,4x4,04-May,Left wheel,Black,0
16922,475,CHEVROLET,Cruze LT,2012,Sedan,No,Petrol,1.4,216000 km,4.0,Manual,Front,04-May,Left wheel,Black,6
16923,-,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,211000 km,4.0,Variator,Front,04-May,Left wheel,White,0
16924,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,619021 km,4.0,Automatic,Front,04-May,Left wheel,White,4
16925,-,MERCEDES-BENZ,C 180,2008,Sedan,No,Petrol,1.8,2700 km,4.0,Manual,Rear,04-May,Left wheel,Black,0
16926,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,133000 km,8.0,Tiptronic,4x4,04-May,Left wheel,Silver,10
16927,586,TOYOTA,Prius 3,2012,Sedan,No,Hybrid,1.8,132451 km,4.0,Tiptronic,Front,04-May,Left wheel,Red,8
16928,-,BMW,745,2002,Sedan,Yes,Petrol,4.4,287000 km,8.0,Tiptronic,Rear,04-May,Left wheel,Black,0
16929,1017,HYUNDAI,Elantra SE,2017,Sedan,No,Petrol,2,69232 km,4.0,Automatic,Front,04-May,Left wheel,Grey,8
16930,1017,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2,44995 km,4.0,Automatic,4x4,04-May,Left wheel,Black,0
16931,-,OPEL,Zafira,2000,Minivan,No,Petrol,1.8,11111 km,4.0,Manual,Front,04-May,Left wheel,Silver,4
16932,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,125933 km,4.0,Automatic,Front,04-May,Left wheel,Silver,4
